node1,node2,CN,JC,AA,RA,PA
34049,24055,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.047480287967089474
133401,107482,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.11364415495371957
3998,103163,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.00034281796366129587
36660,279133,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.014226945491943779
88302,158363,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.1734658896126157
51639,125831,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.43709290366815223
1988,14567,0.0032567706547823104,0.0061707233459033254,0.0006856359273225917,0.00034281796366129587,0.0
2014,276476,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.002056907781967775
193522,95871,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.11364415495371957
80861,28080,0.0032567706547823104,0.005313678436750085,0.0013712718546451835,0.0013712718546451835,0.028282482002056908
66582,20920,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.03393897840246829
132404,267269,0.00017140898183064793,0.005142269454919438,0.0,0.0,0.008570449091532397
9964,29493,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.002056907781967775
52882,87173,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.028282482002056908
90325,64484,0.0032567706547823104,0.005142269454919438,0.0011998628728145354,0.0008570449091532396,0.0368529310935893
1999,223333,0.0032567706547823104,0.005313678436750085,0.0,0.0,0.04045251971203291
37685,38804,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.11364415495371957
71888,47631,0.00017140898183064793,0.005313678436750085,0.0,0.0,0.007199177236887213
35248,331581,0.0032567706547823104,0.005827905382242029,0.0,0.0,0.014226945491943779
37759,237009,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.05776482687692835
16527,31740,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.004456633527596846
37428,20375,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.022625985601645526
28476,61544,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.0030853616729516627
2001,279133,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.047480287967089474
33261,54272,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.11364415495371957
16978,162857,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.32104902296880355
920,8016,0.0032567706547823104,0.005827905382242029,0.0,0.0,0.01148440178265341
105416,120021,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.047480287967089474
221491,26398,0.0032567706547823104,0.0061707233459033254,0.0,0.0,0.00034281796366129587
132864,42354,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.11364415495371957
2696,220940,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.01079876585533082
3998,174901,0.0032567706547823104,0.0061707233459033254,0.0013712718546451835,0.0010284538909838875,0.00034281796366129587
7592,59399,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.1362701405553651
231,110851,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.1362701405553651
165093,29805,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.047480287967089474
40744,17193,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.05776482687692835
4639,325962,0.0032567706547823104,0.0042852245457661985,0.0,0.0,0.08176208433321906
9647,20626,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.5030853616729517,0.32104902296880355
