node1,node2,CN,JC,AA,RA,PA
43,42887,0.0,0.0,0.0,0.0,0.0
492,8396,0.0,0.0,0.0,0.0,0.0
116766,57430,0.0,0.0,0.0,0.0,0.0
14201,118480,0.0,0.0,0.0,0.0,0.0
361348,8903,0.0,0.0,0.0,0.0,0.0
4492,11450,0.0,0.0,0.0,0.0,0.0
223324,31617,1.0,0.0,1.0,1.0,0.0
2010,97375,0.0,0.0,0.0,0.0,0.0
64911,294451,0.0,0.0,0.0,0.0,0.0
349,65187,0.0,0.0,0.0,0.0,0.0
5444,43414,0.0,0.0,0.0,0.0,0.0
113517,89201,0.0,0.0,0.0,0.0,0.0
6971,373881,0.0,0.0,0.0,0.0,0.0
80429,50265,1.0,0.0,1.0,1.0,0.0
208627,52087,0.9970249163257716,0.0,0.0,0.0,0.0
273500,115576,0.0,0.0,0.0,0.0,0.0
35080,454664,0.0,0.0,0.0,0.0,0.0
1945,18585,0.0,0.0,0.0,0.0,0.0
108742,18076,0.0,0.0,0.0,0.0,0.0
25329,194720,0.0,0.0,0.0,0.0,0.0
139890,20363,0.0,0.0,0.0,0.0,0.0
103832,413157,0.0,0.0,0.0,0.0,0.0
50060,87306,0.0,0.0,0.0,0.0,0.0
10848,176063,0.0,0.0,0.0,0.0,0.0
67382,88838,1.0,0.0,0.0,0.0,0.0
343347,120670,0.0,0.0,0.0,0.0,0.0
268582,27875,0.0,0.0,0.0,0.0,0.0
10442,13813,0.0,0.0,0.0,0.0,0.9998140572703608
6643,6645,0.9970249163257716,0.0,1.0,1.0,0.0
32972,114629,0.0,0.0,0.0,0.0,0.0
106852,141637,0.0,0.0,0.0,0.0,0.0
43701,125410,0.9970249163257716,0.0,0.0,0.0,0.0
2567,23982,0.0,0.0,0.0,0.0,0.0
7962,156570,0.0,0.0,0.0,0.0,0.0
131868,5011,0.0,0.0,0.0,0.0,0.0
5193,88678,0.0,0.0,0.0,0.0,0.0
10987,224460,0.9970249163257716,0.0,1.0,1.0,0.0
17888,57010,0.9970249163257716,0.0,1.0,1.0,0.0
11946,379655,0.0,0.0,0.0,0.0,0.0
118755,22774,0.0,0.0,0.0,0.0,0.0
39511,54385,0.0,0.0,0.0,0.0,0.0
262813,11792,0.0,0.0,0.0,0.0,0.0
349,7684,0.0,0.0,0.0,0.0,0.0
170101,214614,0.0,0.0,0.0,0.0,0.0
5214,10111,0.0,0.0,0.0,0.0,0.0
39354,77573,0.0,0.0,0.0,0.0,0.0
56,68149,0.0,0.0,0.0,0.0,0.0
37532,373631,0.0,0.0,0.0,0.0,0.0
132751,5516,0.0,0.0,0.0,0.0,0.0
77595,58145,0.9970249163257716,0.0,1.0,1.0,0.0
14577,64160,0.0,0.0,0.0,0.0,0.0
54882,54892,0.0,0.0,0.0,0.0,0.0
396,45229,0.0,0.0,0.0,0.0,0.0
14934,17103,0.0,0.0,0.0,0.0,0.0
69022,194956,0.0,0.0,0.0,0.0,0.0
3482,405147,0.0,0.0,0.0,0.0,0.0
485,448796,0.0,0.0,0.0,0.0,0.0
14650,53972,0.0,0.0,0.0,0.0,0.0
166173,12966,0.0,0.0,0.0,0.0,0.0
16460,189142,0.9970249163257716,0.0,0.0,0.0,0.0
383,190772,0.9970249163257716,0.0,1.0,1.0,0.0
84005,123269,0.0,0.0,0.0,0.0,0.0
86037,29081,0.0,0.0,0.0,0.0,0.0
278535,64911,0.0,0.0,0.0,0.0,0.0
6951,6952,0.0,0.0,0.0,0.0,0.0
71681,18431,0.0,0.0,0.0,0.0,0.0
418109,25089,0.0,0.0,0.0,0.0,0.0
22977,27037,0.0,0.0,0.0,0.0,0.0
461,100433,0.9970249163257716,0.0,0.0,0.0,0.0
1426,68919,0.0,0.0,0.0,0.0,0.0
35229,51312,0.0,0.0,0.0,0.0,0.0
2156,9940,0.0,0.0,0.0,0.0,0.0
14725,16139,0.9970249163257716,0.0,0.0,0.0,0.0
111780,117434,0.0,0.0,0.0,0.0,0.0
5226,191407,0.0,0.0,0.0,0.0,0.0
329802,21749,0.0,0.0,0.0,0.0,0.0
11267,147501,0.0,0.0,0.0,0.0,0.0
202812,77498,0.0,0.0,0.0,0.0,0.0
356,148706,0.0,0.0,0.0,0.0,0.0
79021,14577,0.0,0.0,0.0,0.0,0.0
27983,64911,1.0,0.0,0.0,0.0,0.0
183518,195031,0.9970249163257716,0.0,0.0,0.0,0.0
3360,50047,0.0,0.0,0.0,0.0,0.0
87436,64911,0.0,0.0,0.0,0.0,0.0
108909,126195,0.9970249163257716,0.0,1.0,1.0,0.0
98990,26153,0.9970249163257716,0.0,1.0,1.0,0.0
1945,227437,0.0,0.0,0.0,0.0,0.0
80251,26352,0.0,0.0,0.0,0.0,0.0
580,58281,0.9970249163257716,0.0,0.0,0.0,0.0
3547,20718,0.0,0.0,0.0,0.0,0.0
12860,12945,0.9970249163257716,0.0,0.9998140572703608,0.9998140572703608,0.0
19343,85333,0.0,0.0,0.0,0.0,0.0
16127,49446,0.0,0.0,0.0,0.0,0.0
204837,106658,0.0,0.0,0.0,0.0,0.0
5041,433454,0.0,0.0,0.0,0.0,0.0
213,410367,0.0,0.0,0.0,0.0,0.0
13813,92695,0.0,0.0,0.0,0.0,0.0
43597,20159,0.0,0.0,0.0,0.0,0.0
5193,60347,0.0,0.0,0.0,0.0,0.0
35729,78701,1.0,0.0,1.0,0.0,0.0
4375,380608,0.0,0.0,0.0,0.0,0.0
9964,78540,0.0,0.0,0.0,0.0,0.0
349,23610,0.0,0.0,0.0,0.0,0.0
12965,64911,1.0,0.0,0.0,0.0,1.0
4893,76097,0.0,0.0,0.0,0.0,0.0
240829,13813,0.0,0.0,0.0,0.0,0.0
310875,50361,0.0,0.0,0.0,0.0,0.0
37532,129244,0.9970249163257716,0.0,0.0,0.0,0.0
2765,53587,0.0,0.0,0.0,0.0,0.0
42689,174387,0.0,0.0,0.0,0.0,0.0
7274,17141,0.0,0.0,0.0,0.0,0.0
1805,10438,0.0,0.0,0.0,0.0,0.0
4994,27875,0.0,0.0,0.0,0.0,0.0
49220,52087,0.9970249163257716,0.0,0.0,0.0,0.0
70236,93147,0.0,0.0,0.0,0.0,0.0
8296,177392,0.0,0.0,0.0,0.0,0.0
52200,62886,0.0,0.0,0.0,0.0,0.0
7171,22406,0.9970249163257716,0.0,0.0,0.0,0.0
101271,5907,0.0,0.0,0.0,0.0,0.0
247265,98203,0.0,0.0,0.0,0.0,0.0
77,23159,0.0,0.0,0.0,0.0,0.0
15893,26629,0.0,0.0,0.0,0.0,0.0
37523,24033,0.0,0.0,0.0,0.0,0.0
98861,11921,0.0,0.0,0.0,0.0,0.0
10924,15868,0.0,0.0,0.0,0.0,0.0
76003,251638,0.0,0.0,0.0,0.0,0.0
66279,35376,0.9970249163257716,0.0,0.0,0.0,0.0
77556,26352,0.0,0.0,0.0,0.0,0.0
71009,7569,0.9970249163257716,0.0,0.0,0.0,0.0
8404,51472,0.0,0.0,0.0,0.0,0.0
48977,20718,0.0,0.0,0.0,0.0,0.0
12505,64911,1.0,0.0,1.0,1.0,1.0
52087,187330,0.0,0.0,0.0,0.0,0.0
67923,375581,0.0,0.0,0.0,0.0,0.0
3209,104444,0.0,0.0,0.0,0.0,0.0
35352,35738,0.0,0.0,0.0,0.0,0.0
35376,176522,0.0,0.0,0.0,0.0,0.0
297208,104646,0.0,0.0,0.0,0.0,0.0
8391,13139,0.9970249163257716,0.0,0.0,0.0,0.0
5373,80507,0.0,0.0,0.0,0.0,0.0
14577,150085,0.0,0.0,0.0,0.0,0.0
35376,69891,1.0,0.0,1.0,1.0,1.0
288942,30231,0.0,0.0,0.0,0.0,0.0
5226,161860,0.0,0.0,0.0,0.0,0.0
3547,180353,0.0,0.0,0.0,0.0,0.0
121505,59231,0.0,0.0,0.0,0.0,0.0
99843,99851,0.9970249163257716,0.0,1.0,1.0,0.0
12751,82763,0.0,0.0,0.0,0.0,0.0
5226,109532,0.9970249163257716,0.0,0.0,0.0,0.0
146474,56453,0.0,0.0,0.0,0.0,0.0
640,5280,0.0,0.0,0.0,0.0,0.0
89,4599,1.0,0.0,1.0,1.0,0.0
102227,20920,0.0,0.0,0.0,0.0,0.0
38593,89454,0.0,0.0,0.0,0.0,0.0
88650,192349,0.0,0.0,0.0,0.0,0.0
79601,23569,0.0,0.0,0.0,0.0,0.0
76379,24974,0.0,0.0,0.0,0.0,0.0
99817,1880,0.0,0.0,0.0,0.0,0.0
147804,23358,0.0,0.0,0.0,0.0,0.0
215324,23430,0.0,0.0,0.0,0.0,0.0
70482,5112,0.0,0.0,0.0,0.0,0.0
68099,74417,0.0,0.0,0.0,0.0,0.0
184519,88650,0.0,0.0,0.0,0.0,0.0
12904,32125,0.9970249163257716,0.0,0.0,0.0,0.0
99840,84163,0.0,0.0,0.0,0.0,0.0
150916,31337,0.0,0.0,0.0,0.0,0.0
102482,8903,0.0,0.0,0.0,0.0,0.0
36371,387245,0.0,0.0,0.0,0.0,0.0
13813,258902,0.0,0.0,0.0,0.0,0.9998140572703608
146070,20920,0.9970249163257716,0.0,0.0,0.0,0.0
16527,90325,1.0,0.0,1.0,0.0,0.0
6753,145133,0.0,0.0,0.0,0.0,0.0
3443,12342,0.9970249163257716,0.0,0.0,0.0,0.0
274,204063,0.0,0.0,0.0,0.0,0.0
99369,297463,0.0,0.0,0.0,0.0,0.0
13609,14725,0.0,0.0,0.0,0.0,0.0
45229,120451,0.9970249163257716,0.0,1.0,1.0,0.0
341871,64911,1.0,0.0,0.0,0.0,0.0
2288,335952,0.0,0.0,0.0,0.0,0.0
198177,5038,0.0,0.0,0.0,0.0,0.0
133864,11921,0.0,0.0,0.0,0.0,0.0
12751,86520,0.9970249163257716,0.0,0.0,0.0,0.0
39183,62530,0.9970249163257716,0.0,1.0,1.0,0.0
69224,20751,0.0,0.0,0.0,0.0,0.0
4526,121118,0.0,0.0,0.0,0.0,0.0
5011,326051,0.0,0.0,0.0,0.0,0.0
189146,26139,0.0,0.0,0.0,0.0,0.0
77579,14577,0.9970249163257716,0.0,0.0,0.0,1.0
10423,50408,0.0,0.0,0.0,0.0,0.0
14600,158955,0.0,0.0,0.0,0.0,0.0
5226,40185,0.0,0.0,0.0,0.0,1.0
50483,87892,0.0,0.0,0.0,0.0,0.0
329802,46263,0.0,0.0,0.0,0.0,0.0
9021,50270,0.0,0.0,0.0,0.0,0.0
65919,67507,0.0,0.0,0.0,0.0,0.0
302797,42172,1.0,0.0,1.0,0.0,0.0
492,9669,0.0,0.0,0.0,0.0,0.0
42172,281077,0.0,0.0,0.0,0.0,0.0
152956,62455,0.0,0.0,0.0,0.0,0.0
198395,202206,0.0,0.0,0.0,0.0,0.0
8713,8751,0.0,0.0,0.0,0.0,0.0
66382,5005,0.0,0.0,0.0,0.0,0.0
322,380375,0.9970249163257716,0.0,0.0,0.0,0.0
349,93688,0.9970249163257716,0.0,0.0,0.0,0.0
13813,114262,0.0,0.0,0.0,0.0,0.0
4558,10179,0.9970249163257716,0.0,1.0,1.0,0.0
166608,52164,0.0,0.0,0.0,0.0,0.0
6418,48880,0.0,0.0,0.0,0.0,0.0
8968,9021,0.9970249163257716,0.0,0.0,0.0,0.0
32972,13813,1.0,0.0,1.0,1.0,1.0
10752,126459,1.0,0.0,1.0,1.0,0.0
58574,62968,0.9970249163257716,0.0,0.0,0.0,0.0
5226,47801,0.0,0.0,0.0,0.0,0.0
71953,8965,0.0,0.0,0.0,0.0,0.0
511,51181,0.0,0.0,0.0,0.0,0.0
12594,13811,0.0,0.0,0.0,0.0,0.0
100214,91219,0.0,0.0,0.0,0.0,0.0
35376,39153,0.0,0.0,0.0,0.0,0.0
46803,112683,0.0,0.0,0.0,0.0,0.0
4479,4921,0.0,0.0,0.0,0.0,0.0
13813,154193,0.0,0.0,0.0,0.0,0.0
35376,80044,0.0,0.0,0.0,0.0,0.0
87501,55310,0.9970249163257716,0.0,1.0,1.0,0.0
238570,42180,0.9970249163257716,0.0,0.0,0.0,0.0
492,48438,0.0,0.0,0.0,0.0,0.0
360,383,0.0,0.0,0.0,0.0,0.0
7274,217523,0.0,0.0,0.0,0.0,0.0
383,4377,0.0,0.0,0.0,0.0,0.0
7274,106226,0.0,0.0,0.0,0.0,0.0
2156,39581,0.0,0.0,0.0,0.0,0.0
65888,7274,0.0,0.0,0.0,0.0,0.0
37428,39420,0.0,0.0,0.0,0.0,0.0
42172,15489,0.0,0.0,0.0,0.0,0.0
9940,11946,0.0,0.0,0.0,0.0,0.0
70399,62110,0.0,0.0,0.0,0.0,0.0
8767,120040,0.0,0.0,0.0,0.0,0.0
33476,31858,0.0,0.0,0.0,0.0,0.0
6720,21362,0.0,0.0,0.0,0.0,0.0
66611,123188,0.9970249163257716,0.0,1.0,1.0,0.0
5226,188384,0.9970249163257716,0.0,0.0,0.0,0.0
156356,325602,0.0,0.0,0.0,0.0,0.0
300860,30075,0.0,0.0,0.0,0.0,0.0
93314,93323,0.0,0.0,0.0,0.0,0.0
50311,96022,0.0,0.0,0.0,0.0,0.0
297704,62514,0.9970249163257716,0.0,1.0,1.0,0.0
143935,375581,0.0,0.0,0.0,0.0,0.0
195232,228011,0.0,0.0,0.0,0.0,0.0
144131,163565,0.0,0.0,0.0,0.0,0.0
75470,12937,0.0,0.0,0.0,0.0,0.0
16452,150118,0.0,0.0,0.0,0.0,0.0
13889,94753,0.9970249163257716,0.0,1.0,1.0,0.0
73077,11700,0.9970249163257716,0.0,1.0,1.0,0.0
41353,285049,0.0,0.0,0.0,0.0,0.0
11337,88144,0.0,0.0,0.0,0.0,0.0
297624,13813,0.0,0.0,0.0,0.0,0.9998140572703608
334737,16358,0.0,0.0,0.0,0.0,0.0
15210,26158,0.9970249163257716,0.0,0.0,0.0,0.0
643,10987,0.0,0.0,0.0,0.0,0.0
104265,85736,0.0,0.0,0.0,0.0,0.0
69556,12818,0.9970249163257716,0.0,1.0,1.0,0.0
6679,250723,0.9970249163257716,0.0,1.0,1.0,0.0
4741,52087,1.0,0.0,1.0,1.0,0.0
511,12751,1.0,0.0,1.0,1.0,1.0
68505,68523,0.0,0.0,0.0,0.0,0.0
11921,223800,0.0,0.0,0.0,0.0,0.0
433454,9191,0.0,0.0,0.0,0.0,0.0
5011,42845,0.9970249163257716,0.0,1.0,1.0,0.0
9021,251199,0.0,0.0,0.0,0.0,0.0
20253,22797,1.0,0.0,1.0,1.0,0.0
134,4613,0.0,0.0,0.0,0.0,0.0
34629,450638,0.0,0.0,0.0,0.0,0.0
155187,28469,0.0,0.0,0.0,0.0,0.0
492,8398,0.0,0.0,0.0,0.0,0.0
4720,12937,1.0,0.0,1.0,1.0,0.0
35738,69883,0.0,0.0,0.0,0.0,0.0
8391,27311,0.9970249163257716,0.0,0.0,0.0,0.0
18431,64368,0.0,0.0,0.0,0.0,0.0
349,176906,0.0,0.0,0.0,0.0,0.0
867,25907,0.0,0.0,0.0,0.0,0.0
65792,22990,0.0,0.0,0.0,0.0,0.0
11916,27452,0.0,0.0,0.0,0.0,0.0
8835,65159,0.0,0.0,0.0,0.0,0.0
204348,54262,0.9970249163257716,0.0,1.0,1.0,0.0
104057,59915,0.9970249163257716,0.0,1.0,1.0,0.0
337861,44058,0.0,0.0,0.0,0.0,0.0
349,40886,0.0,0.0,0.0,0.0,1.0
243862,160380,0.0,0.0,0.0,0.0,0.0
153015,59636,0.0,0.0,0.0,0.0,0.0
